~BKX1,~BKX2,~BKY1,~BKY2,WKX1,~WKX2,WKY1,~WKY2,~WRX1,WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,~RD,~RL,RR,~RX1,~RX2,~RY1,RY2
BKX1,~BKX2,~BKY1,~BKY2,~WKX1,~WKX2,~WKY1,~WKY2,~WRX1,WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,RD,~RL,~RR,~RX1,RX2,~RY1,~RY2
BKX1,~BKX2,~BKY1,~BKY2,~WKX1,~WKX2,~WKY1,WKY2,~WRX1,WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,RD,~RL,~RR,~RX1,RX2,~RY1,~RY2
BKX1,~BKX2,~BKY1,~BKY2,~WKX1,~WKX2,WKY1,~WKY2,~WRX1,WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,~RD,RL,~RR,~RX1,~RX2,~RY1,RY2
BKX1,~BKX2,~BKY1,~BKY2,~WKX1,WKX2,WKY1,~WKY2,~WRX1,WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,~RD,RL,~RR,~RX1,~RX2,~RY1,RY2
BKX1,~BKX2,~BKY1,~BKY2,WKX1,~WKX2,WKY1,~WKY2,~WRX1,WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,~RD,RL,~RR,~RX1,~RX2,~RY1,RY2
~BKX1,~BKX2,BKY1,~BKY2,~WKX1,~WKX2,~WKY1,~WKY2,~WRX1,WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,~RD,RL,~RR,~RX1,~RX2,~RY1,RY2
~BKX1,~BKX2,BKY1,~BKY2,~WKX1,WKX2,~WKY1,~WKY2,~WRX1,WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,~RD,RL,~RR,~RX1,~RX2,~RY1,RY2
~BKX1,~BKX2,BKY1,~BKY2,WKX1,~WKX2,~WKY1,~WKY2,~WRX1,WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,~RD,~RL,RR,~RX1,~RX2,~RY1,RY2
~BKX1,~BKX2,BKY1,~BKY2,WKX1,~WKX2,~WKY1,WKY2,~WRX1,WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,RD,~RL,~RR,~RX1,RX2,~RY1,~RY2
~BKX1,~BKX2,BKY1,~BKY2,WKX1,~WKX2,WKY1,~WKY2,~WRX1,WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,RD,~RL,~RR,~RX1,RX2,~RY1,~RY2
BKX1,~BKX2,BKY1,~BKY2,~WKX1,~WKX2,~WKY1,~WKY2,~WRX1,WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,~RD,RL,~RR,~RX1,~RX2,~RY1,RY2
BKX1,~BKX2,BKY1,~BKY2,~WKX1,WKX2,~WKY1,~WKY2,~WRX1,WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,~RD,RL,~RR,~RX1,~RX2,~RY1,RY2
BKX1,~BKX2,BKY1,~BKY2,WKX1,~WKX2,~WKY1,~WKY2,~WRX1,WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,~RD,RL,~RR,~RX1,~RX2,~RY1,RY2
BKX1,~BKX2,BKY1,~BKY2,~WKX1,~WKX2,~WKY1,WKY2,~WRX1,WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,RD,~RL,~RR,~RX1,RX2,~RY1,~RY2
BKX1,~BKX2,BKY1,~BKY2,~WKX1,~WKX2,WKY1,~WKY2,~WRX1,WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,RD,~RL,~RR,~RX1,RX2,~RY1,~RY2
~BKX1,~BKX2,~BKY1,~BKY2,WKX1,~WKX2,~WKY1,~WKY2,WRX1,~WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,RU,~RD,~RL,~RR,~RX1,RX2,~RY1,~RY2
~BKX1,~BKX2,~BKY1,~BKY2,~WKX1,~WKX2,WKY1,~WKY2,WRX1,~WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,RD,~RL,~RR,~RX1,RX2,~RY1,~RY2
~BKX1,~BKX2,~BKY1,~BKY2,~WKX1,WKX2,WKY1,~WKY2,WRX1,~WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,RD,~RL,~RR,~RX1,RX2,~RY1,~RY2
~BKX1,~BKX2,~BKY1,~BKY2,WKX1,~WKX2,WKY1,~WKY2,WRX1,~WRX2,~WRY1,WRY2,~KU,~KD,KL,~KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
~BKX1,BKX2,~BKY1,~BKY2,~WKX1,~WKX2,WKY1,~WKY2,WRX1,~WRX2,~WRY1,WRY2,~KU,~KD,~KL,KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
~BKX1,BKX2,~BKY1,~BKY2,~WKX1,WKX2,WKY1,~WKY2,WRX1,~WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,~RD,RL,~RR,~RX1,~RX2,RY1,~RY2
~BKX1,BKX2,~BKY1,~BKY2,WKX1,~WKX2,WKY1,~WKY2,WRX1,~WRX2,~WRY1,WRY2,~KU,~KD,KL,~KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
~BKX1,~BKX2,BKY1,~BKY2,~WKX1,~WKX2,~WKY1,~WKY2,WRX1,~WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,RU,~RD,~RL,~RR,~RX1,RX2,~RY1,~RY2
~BKX1,~BKX2,BKY1,~BKY2,~WKX1,WKX2,~WKY1,~WKY2,WRX1,~WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,RU,~RD,~RL,~RR,~RX1,RX2,~RY1,~RY2
~BKX1,~BKX2,BKY1,~BKY2,WKX1,~WKX2,~WKY1,~WKY2,WRX1,~WRX2,~WRY1,WRY2,~KU,~KD,KL,~KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
~BKX1,~BKX2,BKY1,~BKY2,WKX1,~WKX2,WKY1,~WKY2,WRX1,~WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,RD,~RL,~RR,~RX1,RX2,~RY1,~RY2
~BKX1,BKX2,BKY1,~BKY2,~WKX1,~WKX2,~WKY1,~WKY2,WRX1,~WRX2,~WRY1,WRY2,~KU,~KD,~KL,KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
~BKX1,BKX2,BKY1,~BKY2,~WKX1,WKX2,~WKY1,~WKY2,WRX1,~WRX2,~WRY1,WRY2,~KU,~KD,~KL,~KR,~RU,~RD,RL,~RR,~RX1,~RX2,RY1,~RY2
~BKX1,BKX2,BKY1,~BKY2,WKX1,~WKX2,~WKY1,~WKY2,WRX1,~WRX2,~WRY1,WRY2,~KU,~KD,KL,~KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
~BKX1,BKX2,~BKY1,~BKY2,~WKX1,WKX2,WKY1,~WKY2,~WRX1,~WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,RD,~RL,~RR,~RX1,RX2,~RY1,~RY2
~BKX1,BKX2,~BKY1,~BKY2,WKX1,~WKX2,WKY1,~WKY2,~WRX1,~WRX2,WRY1,~WRY2,~KU,~KD,KL,~KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
BKX1,~BKX2,~BKY1,~BKY2,~WKX1,~WKX2,~WKY1,~WKY2,~WRX1,~WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,~RD,~RL,RR,~RX1,~RX2,RY1,~RY2
BKX1,~BKX2,~BKY1,~BKY2,~WKX1,~WKX2,~WKY1,WKY2,~WRX1,~WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,~RD,~RL,RR,~RX1,~RX2,RY1,~RY2
BKX1,~BKX2,~BKY1,~BKY2,~WKX1,WKX2,WKY1,~WKY2,~WRX1,~WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,RD,~RL,~RR,RX1,~RX2,~RY1,~RY2
BKX1,~BKX2,~BKY1,~BKY2,WKX1,~WKX2,WKY1,~WKY2,~WRX1,~WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,RD,~RL,~RR,RX1,~RX2,~RY1,~RY2
BKX1,~BKX2,~BKY1,BKY2,~WKX1,~WKX2,~WKY1,~WKY2,~WRX1,~WRX2,WRY1,~WRY2,KU,~KD,~KL,~KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
BKX1,~BKX2,~BKY1,BKY2,~WKX1,~WKX2,~WKY1,WKY2,~WRX1,~WRX2,WRY1,~WRY2,~KU,KD,~KL,~KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
~BKX1,~BKX2,~BKY1,~BKY2,WKX1,~WKX2,~WKY1,~WKY2,~WRX1,WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,~RD,RL,~RR,~RX1,~RX2,~RY1,RY2
~BKX1,~BKX2,~BKY1,~BKY2,WKX1,~WKX2,~WKY1,WKY2,~WRX1,WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,~RD,RL,~RR,~RX1,~RX2,~RY1,RY2
~BKX1,~BKX2,~BKY1,~BKY2,~WKX1,~WKX2,WKY1,~WKY2,~WRX1,WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,~RD,~RL,RR,~RX1,~RX2,~RY1,RY2
~BKX1,~BKX2,~BKY1,~BKY2,WKX1,~WKX2,WKY1,~WKY2,~WRX1,WRX2,WRY1,~WRY2,~KU,KD,~KL,~KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
BKX1,~BKX2,~BKY1,~BKY2,~WKX1,~WKX2,~WKY1,~WKY2,~WRX1,WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,~RD,~RL,RR,~RX1,~RX2,~RY1,RY2
BKX1,~BKX2,~BKY1,~BKY2,~WKX1,~WKX2,~WKY1,WKY2,~WRX1,WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,~RD,~RL,RR,~RX1,~RX2,~RY1,RY2
BKX1,~BKX2,~BKY1,~BKY2,~WKX1,~WKX2,WKY1,~WKY2,~WRX1,WRX2,WRY1,~WRY2,~KU,KD,~KL,~KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
BKX1,~BKX2,~BKY1,~BKY2,WKX1,~WKX2,WKY1,~WKY2,~WRX1,WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,~RD,RL,~RR,~RX1,~RX2,~RY1,RY2
~BKX1,~BKX2,~BKY1,BKY2,WKX1,~WKX2,~WKY1,~WKY2,~WRX1,WRX2,WRY1,~WRY2,KU,~KD,~KL,~KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
~BKX1,~BKX2,~BKY1,BKY2,WKX1,~WKX2,~WKY1,WKY2,~WRX1,WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,RD,~RL,~RR,RX1,~RX2,~RY1,~RY2
~BKX1,~BKX2,~BKY1,BKY2,WKX1,~WKX2,WKY1,~WKY2,~WRX1,WRX2,WRY1,~WRY2,~KU,KD,~KL,~KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
BKX1,~BKX2,~BKY1,BKY2,~WKX1,~WKX2,~WKY1,~WKY2,~WRX1,WRX2,WRY1,~WRY2,KU,~KD,~KL,~KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
BKX1,~BKX2,~BKY1,BKY2,~WKX1,~WKX2,~WKY1,WKY2,~WRX1,WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,~RD,RL,~RR,~RX1,~RX2,~RY1,RY2
BKX1,~BKX2,~BKY1,BKY2,~WKX1,~WKX2,WKY1,~WKY2,~WRX1,WRX2,WRY1,~WRY2,~KU,KD,~KL,~KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
~BKX1,~BKX2,~BKY1,~BKY2,WKX1,~WKX2,~WKY1,~WKY2,WRX1,~WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,~RD,RL,~RR,~RX1,~RX2,RY1,~RY2
~BKX1,~BKX2,~BKY1,~BKY2,WKX1,~WKX2,~WKY1,WKY2,WRX1,~WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,~RD,RL,~RR,~RX1,~RX2,RY1,~RY2
~BKX1,~BKX2,~BKY1,~BKY2,~WKX1,~WKX2,WKY1,~WKY2,WRX1,~WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,RD,~RL,~RR,RX1,~RX2,~RY1,~RY2
~BKX1,~BKX2,~BKY1,~BKY2,~WKX1,WKX2,WKY1,~WKY2,WRX1,~WRX2,WRY1,~WRY2,~KU,~KD,~KL,~KR,~RU,RD,~RL,~RR,RX1,~RX2,~RY1,~RY2
~BKX1,BKX2,~BKY1,~BKY2,~WKX1,~WKX2,WKY1,~WKY2,WRX1,~WRX2,WRY1,~WRY2,~KU,~KD,~KL,KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
~BKX1,BKX2,~BKY1,~BKY2,~WKX1,WKX2,WKY1,~WKY2,WRX1,~WRX2,WRY1,~WRY2,~KU,~KD,KL,~KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
~BKX1,~BKX2,~BKY1,BKY2,WKX1,~WKX2,~WKY1,~WKY2,WRX1,~WRX2,WRY1,~WRY2,KU,~KD,~KL,~KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
~BKX1,~BKX2,~BKY1,BKY2,WKX1,~WKX2,~WKY1,WKY2,WRX1,~WRX2,WRY1,~WRY2,~KU,KD,~KL,~KR,~RU,~RD,~RL,~RR,~RX1,~RX2,~RY1,~RY2
